database_size,total_index_size,total_table_size,total_toast_size,time_since_stats_reset,index_hit_rate,table_hit_rate,wal_size
13 MB,1448 kB,248 kB,0 bytes,4 days 21:02:04.312545,0.99,1.00,80 MB
